//############################################################
//# -- INTERNATIONAL GAMING CENTER NETWORK
//# -- www.igc-network.com
//# -- (C) 2010-2014 IGC-Network (R)
//# ---------------------------------------------------------
//# -- Modify if you know what you do only!
//# -- File is a part of IGCN Group MuOnline Server files.
//############################################################

// Item Skill Values [0: No Skill, 1: with Skill, -1: Random [Chance: 50/50]
// Item Luck Values [0: no Luck, 1: with Luck, -1: Random [Chance: 50/50]
// Item Option Values [0: No Option, 1: with Option, -1: Random [Chance: 50/50]
// Item Exc Values
//		0	= No Exc options, or sum of below values:
//		1	= Mana recovery after Monster hunt +Mana/8
//		2	= Health recovery after Monster hunt +HP/8
//		4	= +7 Speed
//		8	= More Damage +2%
//		16	= More Damage +Level/20
//		32	= Excellent Damage Rate +10%
//		-1	= Random Options
// --------------------------------------------------------
//		63	= Full of Excellent
// --------------------------------------------------------
// Ancient (item must be added to set items (ancients), otherwise option will be ignored:
//		0	= No Ancient
//		5	= First Set type (+5 Stamina)
//		6	= Second Set type (+5 Stamina)
//		9	= First Set type (+10 Stamina)
//		10	= Second Set type (+10 Stamina)
// Map Number Values [Specified map Number or -1: All Maps]
// Monster ID Values [Specified Monster Number or -1: All Monsters]
// Min Monster Values [0 to 150 or -1: any (if set to -1 then Max Monster Level must be also -1)]
// Max Monster Level Values [150: Max or -1: any (if set to -1 then Min Monster Level must be also -1)]
// Item Durability Values [505: Max]

// ============================================================================================================================================================================
// ITEM   | ITEM   | MIN   | MAX   | ITEM   | ITEM |  ITEM   | ITEM | ITEM    | MAP     | MONSTER ID | MIN MONSTER       | MAX MONSTER	       | ITEM  	    | ITEM DROP
// GROUP  | NUMBER | LEVEL | LEVEL | SKILL  | LUCK |  OPTION | EXC  | ANCIENT |	NUMBER  |            | LEVEL [DEFAULT 0] | LEVEL [DEFAULT 150] | DURABILITY | RATE [n/10000]
// ============================================================================================================================================================================
// ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0 // DO NOT REMOVE SECTION NUMBER
	14			11		3		3		0		0		0		0		0			-1			-1				-1					-1				0				1500
	14			31		0		0		0		0		0		0		0			31			-1				-1					-1				0				150
	12			73		0		0		0		0		0		0		0			31			-1				-1					-1				0				5
	12			74		0		0		0		0		0		0		0			31			-1				-1					-1				0				5
	12			60		0		5		0		0		0		0		0			31			-1				-1					-1				0				15
	12			62		0		4		0		0		0		0		0			31			-1				-1					-1				0				15
	12			64		0		3		0		0		0		0		0			31			-1				-1					-1				0				15
	12			63		0		5		0		0		0		0		0			31			-1				-1					-1				0				15
	12			61		0		4		0		0		0		0		0			31			-1				-1					-1				0				15
	12			65		2		2		0		0		0		0		0			31			-1				-1					-1				0				15
	7			1		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	10			1		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	11			1		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	0			14		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	7			1		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	10			1		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	11			1		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	0			14		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	8			1		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	9			1		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	7			1		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	13			22		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	8			1		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	9			1		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	7			1		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	13			22		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	7			3		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	8			3		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	9			3		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	11			3		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	7			3		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	8			3		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	9			3		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	11			3		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	7			3		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	8			3		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	10			3		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	13			21		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	7			3		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	8			3		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	10			3		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	13			21		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	7			14		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	8			14		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	11			14		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	10			14		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	7			14		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	8			14		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	11			14		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	10			14		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	10			14		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	8			14		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	11			14		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	4			5		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	13			28		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	10			14		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	8			14		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	11			14		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	4			5		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
